MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,Extract_date,owner_company,nr_of_episodes,DIRECTOR,STARS-LIST
New Girl,(2011–2018),"
Comedy            ",7.7,"
After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.","200,421",22.0,,2020-01-03 01:39:55.032525133,20th Century Fox	,86.0,,"Stars:
Zooey Deschanel, 
Jake Johnson, 
Max Greenfield, 
Hannah Simone"
Prison Break,(2005–2017),"
Action, Crime, Drama            ",8.3,"
Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.","492,438",44.0,,2020-01-03 02:05:36.369012418,    RatPac-Dune Entertainment	,108.0,,"Stars:
Dominic Purcell, 
Wentworth Miller, 
Amaury Nolasco, 
Robert Knepper"
Sex Education,(2019– ),"
Comedy, Drama            ",8.3,"
A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.","177,274",45.0,,2020-01-03 02:31:17.705499704,Universal Pictures	,120.0,,"Stars:
Asa Butterfield, 
Gillian Anderson, 
Ncuti Gatwa, 
Emma Mackey"
A Classic Horror Story,(2021),"
Drama, Horror, Mystery            ",5.7,"
In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.","8,822",95.0,,2020-01-03 02:56:59.041986989,  Paramount Pictures,116.0,"Directors:
Roberto De Feo, 
Paolo Strippoli",
Feels Like Ishq,(2021– ),"
Comedy, Drama, Romance            ",6.6,"
Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.",848,32.0,,2020-01-03 03:22:40.378474275,	Warner Bros.  ,34.0,,"Stars:
Jojo Singh, 
Mihir Ahuja, 
Kajol Chugh, 
Sumali Khaniwale"
Young Royals,(2021– ),"
Drama, Romance            ",8.6,"
Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.","16,954",50.0,,2020-01-03 03:48:21.714961561,  Columbia Pictures	,70.0,,"Stars:
Edvin Ryding, 
Omar Rudberg, 
Frida Argento, 
Samuel Astor"
Shadow and Bone,(2021– ),"
Action, Adventure, Drama            ",7.7,"
Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.","60,283",,,2020-01-03 04:14:03.051448846,  Paramount Pictures,120.0,,"Stars:
Jessie Mei Li, 
Ben Barnes, 
Archie Renaux, 
Freddy Carter"
The Hitman's Bodyguard,(2017),"
Action, Comedy, Crime            ",6.9,"
The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.","205,979",118.0,$75.47M,2020-01-03 04:39:44.387936132,Marvel Studios,146.0,"Director:
Patrick Hughes",
Mad Men,(2007–2015),"
Drama            ",8.6,"
A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.","216,203",47.0,,2020-01-03 05:05:25.724423418,Relativity Media,60.0,,"Stars:
Jon Hamm, 
Elisabeth Moss, 
Vincent Kartheiser, 
January Jones"
Élite,(2018– ),"
Crime, Drama, Thriller            ",7.5,"
When three working-class teenagers begin attending an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","59,730",60.0,,2020-01-03 05:31:07.060910703,   Walt Disney Pictures	,117.0,,"Stars:
Itzan Escamilla, 
Omar Ayuso, 
Miguel Bernardeau, 
Arón Piper"
Gilmore Girls,(2000–2007),"
Comedy, Drama            ",8.1,"
A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.","106,650",44.0,,2020-01-03 05:56:48.397397989,Relativity Media,71.0,,"Stars:
Lauren Graham, 
Alexis Bledel, 
Keiko Agena, 
Scott Patterson"
Sky Rojo,(2021– ),"
Action, Adventure, Crime            ",6.5,"
Coral, Wendy, and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club, and his henchmen, Moises and Christian.","6,940",31.0,,2020-01-03 06:22:29.733885275,20th Century Fox	,4.0,,"Stars:
Verónica Sánchez, 
Miguel Ángel Silvestre, 
Asier Etxeandia, 
Lali Espósito"
Lupin,(2021– ),"
Action, Crime, Drama            ",7.5,"
Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.","84,428",45.0,,2020-01-03 06:48:11.070372560,Relativity Media,66.0,,"Stars:
Omar Sy, 
Ludivine Sagnier, 
Hervé Pierre, 
Soufiane Guerrab"
Trollhunters: Rise of the Titans,(2021),"
Animation, Action, Adventure            ",6.9,"
The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.","2,353",104.0,,2020-01-03 07:13:52.406859846, Legendary Entertainment	,143.0,"Directors:
Johane Matte, 
Francisco Ruiz-Velasco, 
Andrew L. Schmidt",
Heartland,(II) (2007– ),"
Drama, Family            ",8.4,"
A multi-generational saga set in Alberta, Canada and centered on a family getting through life together in both happy and trying times.","11,764",45.0,,2020-01-03 07:39:33.743347131,    RatPac-Dune Entertainment	,35.0,,"Stars:
Amber Marshall, 
Shaun Johnston, 
Michelle Morgan, 
Graham Wardle"
Jurassic Park,(1993),"
Action, Adventure, Sci-Fi            ",8.1,"
A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.","897,444",127.0,$402.45M,2020-01-03 08:05:15.079834417,	Warner Bros.  ,72.0,"Director:
Steven Spielberg",
Family Guy,(1999–2022),"
Animation, Comedy            ",8.1,"
In a wacky Rhode Island town, a dysfunctional family strive to cope with everyday life as they are thrown from one crazy scenario to another.","312,584",22.0,,2020-01-03 08:30:56.416321703,   Walt Disney Pictures	,101.0,,"Stars:
Seth MacFarlane, 
Alex Borstein, 
Seth Green, 
Mila Kunis"
Daredevil,(2015–2018),"
Action, Crime, Drama            ",8.6,"
A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","374,963",54.0,,2020-01-03 08:56:37.752808988,Relativity Media,8.0,,"Stars:
Charlie Cox, 
Vincent D'Onofrio, 
Deborah Ann Woll, 
Elden Henson"
Dark,(2017–2020),"
Crime, Drama, Mystery            ",8.8,"
A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.","312,629",60.0,,2020-01-03 09:22:19.089296274,  Paramount Pictures,86.0,,"Stars:
Louis Hofmann, 
Karoline Eichhorn, 
Lisa Vicari, 
Maja Schöne"
Boku no hîrô akademia,(2016– ),"
Animation, Action, Adventure            ",8.4,"
A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.","44,367",24.0,,2020-01-03 09:48:00.425783560,Universal Pictures	,70.0,,"Stars:
Daiki Yamashita, 
Nobuhiko Okamoto, 
Ayane Sakura, 
Justin Briner"
Cobra Kai,(2018– ),"
Action, Comedy, Drama            ",8.6,"
Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.","122,268",30.0,,2020-01-03 10:13:41.762270845,  Paramount Pictures,120.0,,"Stars:
Courtney Henggeler, 
Mary Mouser, 
Tanner Buchanan, 
Ralph Macchio"
 Kingdom,(2019– ),"
Action, Drama, History            ",7.1,"
Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""","6,388",92.0,,2020-01-03 10:39:23.098758131,Relativity Media,91.0,"Director:
Seong-hun Kim",
Gotham,(2014–2019),"
Action, Crime, Drama            ",7.8,"
The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.","216,458",42.0,,2020-01-03 11:05:04.435245416,Marvel Studios,52.0,,"Stars:
Ben McKenzie, 
Jada Pinkett Smith, 
Donal Logue, 
Camren Bicondova"
Billions,(2016– ),"
Drama            ",8.4,"
U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby ""Axe"" Axelrod in a battle between two powerful New York figures.","74,094",60.0,,2020-01-03 11:30:45.771732702,Marvel Studios,72.0,,"Stars:
Paul Giamatti, 
Damian Lewis, 
Maggie Siff, 
David Costabile"
Agents of S.H.I.E.L.D.,(2013–2020),"
Action, Adventure, Drama            ",7.5,"
The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.","205,119",45.0,,2020-01-03 11:56:27.108219988,Relativity Media,141.0,,"Stars:
Clark Gregg, 
Ming-Na Wen, 
Brett Dalton, 
Iain De Caestecker"
Don't Breathe,(2016),"
Crime, Horror, Thriller            ",7.1,"
Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.","237,601",88.0,$89.22M,2020-01-03 12:22:08.444707273,	Warner Bros.  ,23.0,"Director:
Fede Alvarez",
The Ice Road,(2021),"
Action, Adventure, Drama            ",5.6,"
After a remote diamond mine collapses in far northern Canada, a ‘big-rig’ ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.","20,561",109.0,,2020-01-03 12:47:49.781194559,	Warner Bros.  ,12.0,"Director:
Jonathan Hensleigh",
Arrow,(2012–2020),"
Action, Adventure, Crime            ",7.5,"
Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","414,712",42.0,,2020-01-03 13:13:31.117681845,  Columbia Pictures	,93.0,,"Stars:
Stephen Amell, 
Katie Cassidy, 
David Ramsey, 
Susanna Thompson"
Orange Is the New Black,(2013–2019),"
Comedy, Crime, Drama            ",8.0,"
Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law-abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life-changing prison can really be.","284,554",59.0,,2020-01-03 13:39:12.454169130,   Walt Disney Pictures	,78.0,,"Stars:
Taylor Schilling, 
Danielle Brooks, 
Taryn Manning, 
Emma Myles"
Gossip Girl,(2007–2012),"
Drama, Romance            ",7.4,"
Privileged teens living on the Upper East Side of New York can hide no secret from the ruthless blogger who is always watching.","159,666",42.0,,2020-01-03 14:04:53.790656416,   Walt Disney Pictures	,137.0,,"Stars:
Blake Lively, 
Leighton Meester, 
Penn Badgley, 
Ed Westwick"
Bridgerton,(2020– ),"
Drama, Romance            ",7.3,"
Wealth, lust, and betrayal set against the backdrop of Regency-era England, seen through the eyes of the powerful Bridgerton family.","83,944",60.0,,2020-01-03 14:30:35.127143701,	Warner Bros.  ,118.0,,"Stars:
Phoebe Dynevor, 
Regé-Jean Page, 
Nicola Coughlan, 
Jonathan Bailey"
The Kominsky Method,(2018–2021),"
Comedy, Drama            ",8.2,"
An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.","33,440",30.0,,2020-01-03 14:56:16.463630987,  Columbia Pictures	,143.0,,"Stars:
Michael Douglas, 
Sarah Baker, 
Graham Rogers, 
Melissa Tang"
Homeland,(2011–2020),"
Crime, Drama, Mystery            ",8.3,"
A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.","322,307",55.0,,2020-01-03 15:21:57.800118273,	Warner Bros.  ,79.0,,"Stars:
Claire Danes, 
Mandy Patinkin, 
Damian Lewis, 
Rupert Friend"
Riverdale,(2017– ),"
Crime, Drama, Mystery            ",6.8,"
While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.","126,112",45.0,,2020-01-03 15:47:39.136605558,Marvel Studios,108.0,,"Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse"
Sherlock,(2010–2017),"
Crime, Drama, Mystery            ",9.1,"
A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.","839,029",88.0,,2020-01-03 16:13:20.473092844,Relativity Media,88.0,,"Stars:
Benedict Cumberbatch, 
Martin Freeman, 
Una Stubbs, 
Rupert Graves"
La cocinera de Castamar,(2021),"
Drama            ",7.4,"
Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.","1,336",,,2020-01-03 16:39:01.809580130,  Paramount Pictures,3.0,,"Stars:
Michelle Jenner, 
Roberto Enríquez, 
Hugo Silva, 
Maxi Iglesias"
Queen of the South,(2016–2021),"
Action, Crime, Drama            ",8.0,"
Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas she looks to become the country's reigning drug smuggler and to avenge her lover's murder.","23,318",42.0,,2020-01-03 17:04:43.146067415,20th Century Fox	,146.0,,"Stars:
Alice Braga, 
Hemky Madera, 
Peter Gadiot, 
Veronica Falcón"
CSI: Crime Scene Investigation,(2000–2015),"
Crime, Drama, Mystery            ",7.6,"
Series following an elite team of police forensic evidence investigation experts as they work their cases in Las Vegas.","78,589",60.0,,2020-01-03 17:30:24.482554701,	Warner Bros.  ,85.0,,"Stars:
Laurence Fishburne, 
Marg Helgenberger, 
George Eads, 
Eric Szmanda"
The Umbrella Academy,(2019– ),"
Action, Adventure, Comedy            ",8.0,"
A family of former child heroes, now grown apart, must reunite to continue to protect the world.","175,513",60.0,,2020-01-03 17:56:05.819041987,    RatPac-Dune Entertainment	,53.0,,"Stars:
Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampman"
Supergirl,(2015–2021),"
Action, Adventure, Drama            ",6.2,"
The adventures of Superman's cousin in her own superhero career.","115,373",43.0,,2020-01-03 18:21:47.155529272,  Paramount Pictures,74.0,,"Stars:
Melissa Benoist, 
Chyler Leigh, 
David Harewood, 
Mehcad Brooks"
BoJack Horseman,(2014–2020),"
Animation, Comedy, Drama            ",8.7,"
BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.","124,318",25.0,,2020-01-03 18:47:28.492016558,20th Century Fox	,14.0,,"Stars:
Will Arnett, 
Amy Sedaris, 
Alison Brie, 
Aaron Paul"
The Lord of the Rings: The Fellowship of the Ring,(2001),"
Action, Adventure, Drama            ",8.8,"
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.","1,713,028",178.0,$315.54M,2020-01-03 19:13:09.828503843,Universal Pictures	,116.0,"Director:
Peter Jackson",
I Think You Should Leave with Tim Robinson,(2019– ),"
Comedy            ",7.8,"
In this new sketch show, Tim Robinson and guests spend each segment driving someone to the point of needing -- or desperately wanting -- to leave.","8,095",16.0,,2020-01-03 19:38:51.164991129,  Columbia Pictures	,101.0,,"Stars:
Tim Robinson, 
Sam Richardson, 
Patti Harrison, 
Conner O'Malley"
South Park,(1997– ),"
Animation, Comedy            ",8.7,"
Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.","340,148",22.0,,2020-01-03 20:04:32.501478415,Relativity Media,139.0,,"Stars:
Trey Parker, 
Matt Stone, 
Isaac Hayes, 
Mona Marshall"
Once Upon a Time,(2011–2018),"
Adventure, Fantasy, Romance            ",7.7,"
A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.","212,616",60.0,,2020-01-03 20:30:13.837965700,   Walt Disney Pictures	,17.0,,"Stars:
Ginnifer Goodwin, 
Jennifer Morrison, 
Lana Parrilla, 
Robert Carlyle"
Star Trek: Discovery,(2017– ),"
Action, Adventure, Drama            ",7.2,"
Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.","101,079",60.0,,2020-01-03 20:55:55.174452986,  Columbia Pictures	,41.0,,"Stars:
Sonequa Martin-Green, 
Doug Jones, 
Anthony Rapp, 
Mary Wiseman"
Teen Wolf,(2011–2017),"
Action, Drama, Fantasy            ",7.6,"
An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.","132,950",41.0,,2020-01-03 21:21:36.510940272,Universal Pictures	,81.0,,"Stars:
Tyler Posey, 
Holland Roden, 
Dylan O'Brien, 
Linden Ashby"
How to Get Away with Murder,(2014–2020),"
Crime, Drama, Mystery            ",8.1,"
A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.","136,135",43.0,,2020-01-03 21:47:17.847427557,Relativity Media,75.0,,"Stars:
Viola Davis, 
Billy Brown, 
Jack Falahee, 
Aja Naomi King"
